"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"ENSG00000002933",546.441449222622,0.404466498425363,1.40062631378887,0.288775453126558,0.772753217770892,0.925756744263946,FALSE
"ENSG00000003056",1837.96769229328,-0.00770187687693554,0.100389433711636,-0.0767199952443089,0.938846297516435,0.983555502335439,FALSE
"ENSG00000003096",414.075308683702,-0.964578629321605,0.191741904271734,-5.03060941730617,4.88923265891426e-07,1.4928917060334e-05,FALSE
"ENSG00000003137",106.506412172302,-1.03077632905585,0.583074413478528,-1.76782980907428,0.0770893599144581,0.267760568986523,FALSE
"ENSG00000003147",9.33188603208963,0.254911504755405,0.570505284733651,0.446817078783791,0.655007138939521,NA,FALSE
"ENSG00000003249",122.242063046478,-0.368497975015854,0.353315002468504,-1.04297290644686,0.296960841171254,0.600626063990258,FALSE
"ENSG00000003393",860.859802380907,0.054891935219459,0.166834695848,0.329019901648456,0.742140645414732,0.912907738369567,FALSE
"ENSG00000003400",95.3711570248671,-0.178398908375816,0.35460346680126,-0.503094089815541,0.614898121801161,0.845066429644154,FALSE
"ENSG00000003402",3368.72335143759,1.16249955503504,0.126138593252954,9.21604978346167,3.08247090039145e-20,7.91254606549637e-18,FALSE
"ENSG00000003436",5053.34063480256,-0.325443615737937,0.19941174475115,-1.63201829533193,0.102675632127679,0.322727153594646,FALSE
"ENSG00000003509",302.835086615061,-0.100895148270166,0.125090107321181,-0.806579756232104,0.419908640722218,0.71327011706348,FALSE
"ENSG00000003756",2957.87449781706,-0.183767842696343,0.0805067784644847,-2.28263813558769,0.0224516926508809,0.115147607584691,FALSE
"ENSG00000003987",30.2673614014711,0.754687159849458,0.35081609321399,2.15123300911146,0.0314578128454294,0.146009370378188,FALSE
"ENSG00000003989",39.5398447202775,0.586932349134411,0.730281578311021,0.803706907809253,0.421566263730165,0.714323233854704,FALSE
"ENSG00000004059",1684.3217819095,0.379689771039628,0.114194253668622,3.32494638601904,0.000884355393154788,0.00941039458822022,FALSE
"ENSG00000004139",312.643392000576,-0.0807770695340696,0.204992488866269,-0.394048923357218,0.693544919624478,0.889780575003408,FALSE
"ENSG00000004142",1468.18173216884,0.152287930258551,0.12737571415165,1.19558058043341,0.231860273432264,0.523015168473584,FALSE
"ENSG00000004399",3661.96471974267,-0.0519472643852801,0.21722451716648,-0.239140890093304,0.810996335736447,0.941262894070695,FALSE
"ENSG00000004455",1236.90625297069,-0.0918567972106105,0.164577790992833,-0.55813604409486,0.576751489362942,0.821567090519352,FALSE
"ENSG00000004468",5.59935950029571,0.241581280751129,0.814160769394586,0.296724295535352,0.766677006807131,NA,FALSE
"ENSG00000004478",612.469678830193,-0.00303832191426069,0.166569999965581,-0.0182405109857028,0.985446984911907,0.995355988415723,FALSE
"ENSG00000004487",1255.80031118487,-0.334105525803979,0.0960383685466608,-3.47887548341319,0.00050352248806721,0.00602833840456751,FALSE
"ENSG00000004534",1306.14906893784,-0.30353125514787,0.158959516858263,-1.90948778120982,0.056199196486989,0.217793457214803,FALSE
"ENSG00000004660",79.865424377978,-0.645176178926641,0.378102799643159,-1.70635123446729,0.0879427042576936,0.291633951386637,FALSE
"ENSG00000004700",1510.20849871797,0.409553280859457,0.119162326764856,3.43693591740309,0.000588334782722761,0.00677211546940881,FALSE
"ENSG00000004766",495.212595858396,-0.114356684939011,0.12994110652919,-0.880065500391303,0.378823827183782,0.677801189338961,FALSE
"ENSG00000004776",12520.3502740741,-0.154542224152929,0.245604661254275,-0.629231641466819,0.529197416702838,0.787974866400485,FALSE
"ENSG00000004777",104.39554381318,-0.471433085352384,0.409422542903285,-1.1514585445378,0.249543640579518,0.544511128678808,FALSE
"ENSG00000004779",366.340319770589,0.109903471791767,0.136529808340389,0.80497785156016,0.420832460945955,0.713813439526616,FALSE
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035603,0.00495960938100023,0.0378786102245328,TRUE
"ENSG00000004809",1.40994350389939,0.0528321817699861,1.54297791913916,0.034240400406677,0.972685450549879,NA,FALSE
"ENSG00000004838",16.3434516100777,-0.923936691699439,0.411508242282731,-2.2452446798493,0.0247524292447509,0.123402931988371,FALSE
"ENSG00000004846",22.073292550198,-1.58995194445524,0.649411531150703,-2.44829644715112,0.0143533506434516,0.0843950499188636,FALSE
"ENSG00000004848",0.13880171053401,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA,FALSE
"ENSG00000004864",152.306716934468,0.0559735174612599,0.274609505270914,0.203829497475113,0.838486741058831,0.95315482198724,FALSE
